"Название предмета";"Сезонность ниши";"Дата обнаружения";"Комиссия FBO";"Комиссия FBS";"Товары, шт.";"Количество новинок";"Товары с остатками, шт.";"% товаров с остатками";"Товары с движением, шт.";"% товаров с движением";"Товары с продажами, шт.";"% товаров с продажами";"% товаров с продажами от товаров с движением";"Бренды";"Бренды с продажами";"% брендов с продажами";"Продавцы";"Продавцы с продажами";"% продавцов с продажами";"Продажи, шт.";"Выручка, ₽";"Упущенная выручка, ₽";"Упущенная выручка %";"Потенциал, ₽";"Средний % выкупа";"Средний % выкупа с учётом возвратов";"Сумма выкупа, ₽";"Сумма выкупа с учётом возвратов, ₽";"Суммарные остатки, шт.";"Замороженный остаток, шт.";"Замороженный остаток в цене, ₽";"Замороженный остаток, %";"Оборачиваемость, дн.";"Минимальная цена, ₽";"Максимальная цена, ₽";"Средняя цена, ₽";"Медианная цена, ₽";"Минимальная цена с продажами, ₽";"Максимальная цена с продажами, ₽";"Средняя цена с продажами, ₽";"Медианная цена с продажами, ₽";"Средний рейтинг";"Средний рейтинг с продажами";"Средний дробный рейтинг";"Средний дробный рейтинг с продажами";"Количество кликов на карточку";"% добавления в корзину";"% оформления заказов"
"Спецодежда и СИЗы / Костюмы медицинские";"1";"2020-01-25";"33";"36,5";"18987";"611";"7513";"39,57";"8138";"42,86";"6956";"36,64";"85,48";"1051";"429";"40,82";"1469";"500";"34,04";"560947";"1502100448";"75456502";"4,78";"1577556950";"30,09";"27,15";"451982025";"407820272";"588975";"225609";"625073415";"38,31";"31";"0";"65838";"2585,33";"2044";"256";"32760";"3033,79";"2683";"4,79";"4,89";"4,63";"4,71";"175";"4,88";"23,02"
"Одежда / Туники";"2";"2020-01-25";"34,5";"38";"130924";"1760";"32195";"24,59";"37849";"28,91";"27155";"20,74";"71,75";"8702";"2603";"29,91";"9671";"2866";"29,63";"1042082";"1418606139";"206132115";"12,69";"1624738254";"47,59";"44,42";"675114662";"630144847";"1990518";"1194492";"1673049199";"60,01";"57";"0";"1000000";"1592,61";"1109,5";"163";"32900";"1619,32";"1309";"4,74";"4,87";"4,62";"4,72";"146";"3,76";"14,76"
"Одежда / Ночные сорочки";"1";"2020-01-25";"34,5";"38";"90665";"3305";"24317";"26,82";"27598";"30,44";"18616";"20,53";"67,45";"4761";"1568";"32,93";"6198";"1743";"28,12";"1386890";"1395564647";"120104813";"7,92";"1515669460";"66,93";"66,7";"934051418";"930841620";"1923910";"884196";"818312398";"45,96";"42";"0";"1000000";"1378,65";"862";"173";"69300";"1312,62";"918";"4,83";"4,91";"4,72";"4,78";"129";"3,84";"16,98"
"Шторы и аксессуары / Шторы интерьерные";"1";"2020-01-25";"29,5";"33";"632927";"36573";"93096";"14,71";"112308";"17,74";"57346";"9,06";"51,06";"3570";"1119";"31,34";"6019";"1371";"22,78";"586770";"1311846859";"202246029";"13,36";"1514092888";"65,41";"58,54";"858079030";"767955151";"921863";"466425";"1189341093";"50,6";"47";"0";"1000000";"3962,31";"2986";"67";"124000";"3084,92";"2696,5";"4,75";"4,87";"4,68";"4,77";"34";"4,32";"8,83"
"Одежда / Водолазки";"2";"2020-01-25";"34,5";"38";"137891";"1732";"28500";"20,67";"32356";"23,46";"22488";"16,31";"69,5";"12079";"2319";"19,2";"13413";"2437";"18,17";"1252325";"1300724452";"114417040";"8,09";"1415141492";"54,51";"51,89";"709024899";"674945918";"1927696";"1033738";"1012267038";"53,63";"46";"0";"900000";"1505,88";"758,5";"92";"52123";"1311,13";"952";"4,7";"4,87";"4,59";"4,72";"59";"5,64";"20,76"
"Обувь / Тапочки";"2";"2020-01-25";"34,5";"38";"288916";"37986";"34379";"11,9";"42196";"14,6";"29538";"10,22";"70";"7160";"1668";"23,3";"9637";"2074";"21,52";"1679422";"1288105893";"177979929";"12,14";"1466085822";"73,53";"71,44";"947144263";"920222850";"2926246";"1650351";"1253632590";"56,4";"52";"0";"1150852";"1258,51";"810";"70";"40484";"1038,55";"775";"4,81";"4,91";"4,7";"4,77";"152";"4,26";"21,58"
"Одежда / Бомберы";"3";"2020-01-25";"34,5";"38";"46291";"2405";"10530";"22,75";"13054";"28,2";"10302";"22,25";"78,92";"6837";"2084";"30,48";"8719";"2367";"27,15";"354119";"1244487927";"401665212";"24,4";"1646153139";"33,88";"30,69";"421632510";"381933345";"639369";"391271";"1532396318";"61,2";"54";"0";"810520";"4088,49";"2524,5";"247";"364000";"3922,67";"3163";"4,77";"4,88";"4,65";"4,74";"111";"4";"12,5"
"Белье / Боди";"1";"2020-01-25";"34,5";"38";"40381";"2382";"10700";"26,5";"12247";"30,33";"8765";"21,71";"71,57";"5077";"1310";"25,8";"7568";"1503";"19,86";"809464";"1210724153";"78434846";"6,08";"1289158999";"38,89";"38,27";"470850623";"463344133";"1128929";"528577";"733534767";"46,82";"42";"0";"900000";"1458,99";"1038";"129";"136440";"1541,92";"1218";"4,63";"4,81";"4,51";"4,64";"130";"5,97";"18,91"
"Одежда / Жакеты";"1";"2020-01-25";"34,5";"38";"122680";"12749";"14333";"11,68";"17009";"13,86";"11555";"9,42";"67,93";"5209";"1362";"26,15";"6503";"1464";"22,51";"315942";"1199276702";"361259626";"23,15";"1560536328";"26,62";"21,88";"319247458";"262401742";"357084";"177946";"794268224";"49,83";"34";"0";"900000";"6273,13";"3887";"250";"178042";"4728,02";"3442,5";"4,66";"4,81";"4,55";"4,66";"67";"4,08";"14,39"
"Обувь / Сандалии";"3";"2020-01-25";"34,5";"38";"182441";"8453";"34170";"18,73";"40607";"22,26";"29293";"16,06";"72,14";"4711";"1656";"35,15";"7182";"1702";"23,7";"730782";"1192073834";"178323490";"13,01";"1370397324";"35,51";"30,12";"423305418";"359052639";"3510946";"2823556";"6354204939";"80,42";"144";"0";"635360";"2915,16";"1639,5";"123";"67125";"2442,83";"1778";"4,7";"4,82";"4,58";"4,67";"39";"4,55";"16,76"
"Обувь / Босоножки";"3";"2020-01-25";"34,5";"38";"206858";"4618";"44732";"21,62";"52971";"25,61";"36372";"17,58";"68,66";"4611";"1648";"35,74";"6802";"1632";"23,99";"538219";"1185823586";"307344809";"20,58";"1493168395";"34,6";"31,38";"410294961";"372111441";"3106288";"2570371";"6931641209";"82,75";"173";"0";"135294";"3364,54";"2137,5";"130";"135294";"2998,13";"2256,5";"4,65";"4,79";"4,53";"4,62";"42";"3,67";"10,12"
"Одежда / Футболки-поло";"2";"2020-01-25";"34,5";"38";"111268";"7465";"25610";"23,02";"29633";"26,63";"21236";"19,09";"71,66";"5237";"1902";"36,32";"6667";"2171";"32,56";"922839";"1160793753";"158390276";"12,01";"1319184029";"47,18";"42,96";"547662493";"498676996";"2175983";"1346289";"1883458722";"61,87";"71";"0";"900000";"2725,06";"1394";"147";"72800";"1800,86";"1360";"4,75";"4,88";"4,65";"4,74";"51";"5,36";"16,95"
"Аксессуары / Рюкзаки";"2";"2020-01-25";"34,5";"38";"1582335";"359626";"67866";"4,29";"82949";"5,24";"45891";"2,9";"55,32";"30376";"4870";"16,03";"39634";"6447";"16,27";"604060";"1156382352";"312584247";"21,28";"1468966599";"66,04";"64,45";"763674905";"745288426";"1103615";"680334";"2581682061";"61,65";"55";"0";"20000000";"3665,74";"1907";"66";"11283200";"3004,77";"1838";"4,75";"4,88";"4,68";"4,78";"23";"4,82";"10,24"
"Белье / Термокомплекты";"3";"2020-01-25";"34,5";"38";"42383";"6435";"6963";"16,43";"8004";"18,88";"5860";"13,83";"73,21";"4636";"964";"20,79";"6297";"1217";"19,33";"678830";"1137196282";"70532897";"5,84";"1207729179";"53,59";"50,88";"609423488";"578605468";"590212";"218322";"356379013";"36,99";"26";"0";"900000";"2595,12";"1636";"145";"27441";"2134,5";"1504,5";"4,77";"4,9";"4,66";"4,76";"196";"5,53";"27,55"
"Бытовая техника / Пылесосы";"1";"2020-01-25";"25,5";"29";"160473";"18120";"4647";"2,9";"6420";"4";"4385";"2,73";"68,3";"5235";"640";"12,23";"12492";"1323";"10,59";"131337";"1098298599";"315891948";"22,34";"1414190547";"84";"82,45";"922570823";"905547195";"212284";"109161";"1082637659";"51,42";"48";"0";"5822541";"14472,71";"6342,5";"15";"1000000";"10914,25";"6575";"4,53";"4,76";"4,46";"4,61";"75";"5,56";"9,82"
"Белье / Носки";"1";"2020-01-25";"34,5";"38";"834086";"45369";"113994";"13,67";"139042";"16,67";"69042";"8,28";"49,66";"30593";"3987";"13,03";"36512";"5166";"14,15";"2268641";"1064952919";"176996590";"14,25";"1241949509";"89,28";"89,21";"950789966";"950044499";"4660201";"2908861";"1337752154";"62,42";"62";"0";"1264200";"813,65";"400";"20";"1030000";"493,53";"402";"4,82";"4,91";"4,74";"4,8";"34";"6,73";"19,88"
"Красота / Шампуни";"1";"2020-01-25";"31";"34,5";"662178";"73516";"26643";"4,02";"39781";"6,01";"28931";"4,37";"72,73";"15397";"3058";"19,86";"24632";"4519";"18,35";"1583873";"1028365096";"162942289";"13,68";"1191307385";"92,29";"92,24";"949078147";"948563965";"2940589";"1372337";"982507590";"46,67";"56";"0";"3565000";"1505,65";"812";"57";"38700";"1054,21";"697";"4,77";"4,89";"4,69";"4,78";"56";"9,66";"18,67"
"Обувь / Полусапожки";"3";"2020-01-25";"34,5";"38";"62088";"2265";"14674";"23,63";"17247";"27,78";"11955";"19,25";"69,32";"2504";"770";"30,75";"2995";"684";"22,84";"296919";"981446934";"131371868";"11,81";"1112818802";"30,13";"26,96";"295709961";"264598093";"396215";"205169";"785335147";"51,78";"40";"0";"170355";"5624,89";"3713";"364";"71306";"4340,98";"3190";"4,64";"4,77";"4,53";"4,63";"38";"3,47";"12,58"
"Ноутбуки и компьютеры / Ноутбуки";"1";"2020-01-25";"14,5";"18";"147643";"21724";"1323";"0,9";"2336";"1,58";"1738";"1,18";"74,4";"601";"112";"18,64";"3122";"393";"12,59";"16236";"909192100";"1396709533";"60,57";"2305901633";"82,23";"81,82";"747628664";"743900976";"24019";"15096";"983245850";"62,85";"44";"0";"8699999";"81952,71";"47336,5";"550";"814912";"74513,71";"50990,5";"4,69";"4,83";"4,65";"4,74";"15";"5,93";"8,56"
"Телевизоры и аудиотехника / Умные колонки";"2";"2020-05-26";"16,5";"20";"24990";"2650";"1296";"5,19";"2237";"8,95";"1790";"7,16";"80,02";"131";"13";"9,92";"2024";"268";"13,24";"92817";"900952859";"477689423";"34,65";"1378642282";"88,13";"88,03";"794009755";"793108802";"115638";"54159";"643187613";"46,83";"37";"0";"1013990";"11518,85";"5968";"129";"728999";"11028,66";"7817";"4,93";"4,96";"4,87";"4,89";"131";"6,76";"17,4"
"Обувь / Сабо";"3";"2020-01-25";"34,5";"38";"99355";"2298";"22904";"23,05";"27110";"27,29";"18595";"18,72";"68,59";"4000";"1241";"31,02";"5405";"1542";"28,53";"600895";"852553816";"149733929";"14,94";"1002287745";"45,38";"42,45";"386888922";"361909095";"1874316";"1301121";"2367016186";"69,42";"94";"0";"2582739";"2717,32";"1522";"129";"203400";"2491,26";"1707";"4,71";"4,83";"4,59";"4,67";"53";"3,75";"13,48"
"Посуда и инвентарь / Сковороды";"1";"2020-01-25";"29,5";"33";"372948";"30218";"11043";"2,96";"15862";"4,25";"11458";"3,07";"72,24";"5040";"739";"14,66";"9420";"1299";"13,79";"599410";"838429805";"144588183";"14,71";"983017988";"86,26";"85,31";"723229550";"715264467";"658610";"265155";"485152214";"40,26";"33";"0";"2510000";"4109,46";"2782";"136";"60678";"2085,91";"1723,5";"4,69";"4,86";"4,61";"4,74";"100";"7,23";"14,43"
"Красота / Сыворотки";"1";"2020-01-25";"32,5";"36";"466356";"102496";"20392";"4,37";"28605";"6,13";"20680";"4,43";"72,3";"13146";"3002";"22,84";"20800";"4418";"21,24";"948724";"836430758";"122397895";"12,77";"958828653";"90,46";"90,4";"756635264";"756133405";"1697833";"852095";"884461424";"50,19";"54";"0";"793800";"2041,37";"888";"34";"166840";"1432,81";"891";"4,72";"4,86";"4,65";"4,74";"79";"10,4";"15,42"
"Одежда / Сарафаны";"3";"2020-01-25";"34,5";"38";"85760";"2000";"22199";"25,89";"25294";"29,49";"17926";"20,9";"70,87";"8831";"2546";"28,83";"10961";"2717";"24,79";"444199";"832436536";"121681839";"12,75";"954118375";"37,04";"32,65";"308334493";"271790529";"1234317";"897923";"1886586533";"72,75";"83";"0";"14400036";"2262,18";"1399";"112";"153116";"2226,12";"1762";"4,74";"4,86";"4,61";"4,69";"64";"3,58";"12,3"
"Товары для животных / Корм сухой";"1";"2020-01-25";"21,5";"25";"410392";"17012";"14713";"3,59";"28264";"6,89";"22447";"5,47";"79,42";"3797";"781";"20,57";"5629";"995";"17,68";"543405";"832153556";"366248182";"30,56";"1198401738";"95,89";"95,86";"797952045";"797702399";"701907";"346838";"591142628";"49,41";"39";"0";"1199778";"3490,09";"1965,5";"73";"81013";"2816,97";"1781,5";"4,86";"4,95";"4,81";"4,87";"25";"8,92";"20,6"
"Текстиль для дома / Полотенца банные";"2";"2020-01-25";"29,5";"33";"328855";"29666";"30334";"9,22";"40712";"12,38";"25658";"7,8";"63,02";"8636";"1186";"13,73";"8173";"1258";"15,39";"902566";"816048870";"187982706";"18,72";"1004031576";"87,32";"87,21";"712573873";"711676220";"1535971";"887530";"889691720";"57,78";"51";"0";"1000000";"3467,3";"1091";"89";"24009";"1157,48";"961";"4,83";"4,94";"4,76";"4,84";"66";"6,43";"14,75"
"Аксессуары / Перчатки";"3";"2020-01-25";"34,5";"38";"418974";"113878";"31514";"7,52";"40710";"9,72";"28125";"6,71";"69,09";"8254";"1942";"23,53";"12123";"2378";"19,62";"892609";"782804022";"208060121";"21";"990864143";"61,43";"59,37";"480876511";"464750748";"934351";"478236";"391725916";"51,18";"31";"0";"2970000";"1750,12";"932";"47";"24469";"1069,32";"653,5";"4,8";"4,89";"4,71";"4,77";"29";"5,83";"19,27"
"Все для садоводства / Семена";"3";"2020-01-25";"24,5";"24,5";"3494070";"520890";"89002";"2,55";"137468";"3,93";"103614";"2,97";"75,37";"4607";"1180";"25,61";"4402";"1441";"32,74";"4919172";"750486481";"213813091";"22,17";"964299572";"96,85";"96,84";"726846157";"726771108";"7278952";"4284500";"695617039";"58,86";"44";"0";"1500116";"349,17";"222";"16";"57870";"180,67";"128";"4,74";"4,77";"4,67";"4,68";"134";"11,8";"22,52"
"Ювелирные украшения / Ювелирные цепочки";"1";"2020-01-25";"33";"33";"51135";"13651";"5617";"10,98";"6211";"12,15";"4583";"8,96";"73,79";"533";"263";"49,34";"1348";"282";"20,92";"128338";"737284137";"107513833";"12,73";"844797970";"65,5";"65,12";"482921110";"480119430";"367986";"251282";"1456457978";"68,29";"86";"0";"1216080";"13041,31";"1304,5";"251";"341014";"10173,86";"3057";"4,82";"4,91";"4,72";"4,79";"82";"4,62";"8,54"
"Красота / Гели";"1";"2020-01-25";"32,5";"36";"573808";"63372";"22337";"3,89";"32531";"5,67";"23651";"4,12";"72,7";"14301";"3231";"22,59";"20642";"4348";"21,06";"1471241";"734307695";"101403215";"12,13";"835710910";"92,27";"92,21";"677545710";"677105126";"2868595";"1436930";"787404226";"50,09";"58";"0";"900000";"1277,3";"634";"31";"19780";"738,72";"516";"4,8";"4,92";"4,73";"4,8";"66";"10,65";"19,11"
"Белье / Колготки";"2";"2020-01-25";"34,5";"38";"248140";"11662";"30837";"12,43";"37062";"14,94";"22747";"9,17";"61,38";"7944";"1275";"16,05";"10492";"1634";"15,57";"1522379";"734139592";"46276814";"5,93";"780416406";"85,72";"85,64";"629304458";"628717147";"2744915";"1439892";"719772765";"52,46";"54";"0";"900000";"799,24";"565";"47";"13860";"576,21";"468,5";"4,74";"4,87";"4,66";"4,74";"79";"7,23";"26,7"
"Обувь / Полуботинки";"2";"2020-01-25";"34,5";"38";"89361";"4247";"18413";"20,61";"21231";"23,76";"13813";"15,46";"65,06";"3294";"963";"29,23";"3719";"854";"22,96";"258854";"717305446";"106884956";"12,97";"824190402";"32,76";"29,61";"234989264";"212394143";"1294226";"1066954";"3315218655";"82,44";"150";"0";"1940000";"4007,95";"2641,5";"223";"1940000";"3895,71";"2822";"4,69";"4,83";"4,57";"4,68";"34";"3,61";"11,24"
"Товары для малышей / Подгузники детские";"1";"2020-01-25";"26,5";"30";"80586";"7219";"4694";"5,82";"6238";"7,74";"4402";"5,46";"70,57";"3643";"359";"9,85";"7477";"565";"7,56";"657402";"707893106";"61407044";"7,98";"769300150";"95,45";"95,41";"675683970";"675400812";"1131218";"478763";"496057847";"42,32";"52";"0";"7330000";"2373,65";"1365";"58";"17497";"1294,58";"1122";"4,72";"4,9";"4,63";"4,76";"150";"8,69";"32,33"
"Одежда / Карнавальные костюмы";"3";"2020-01-25";"34,5";"38";"154535";"18342";"17682";"11,44";"21258";"13,76";"13721";"8,88";"64,55";"2083";"616";"29,57";"5803";"825";"14,22";"331105";"684198365";"93508928";"12,02";"777707293";"59,05";"54,62";"404019135";"373709147";"757824";"540164";"1806674303";"71,28";"69";"0";"1000000";"3687,32";"1826";"36";"87413";"2506,41";"1683";"4,67";"4,81";"4,58";"4,69";"53";"4,91";"13,86"
"Обувь / Шлепанцы";"3";"2020-01-25";"34,5";"38";"134535";"5798";"27950";"20,78";"33057";"24,57";"23201";"17,25";"70,18";"5408";"1572";"29,07";"6753";"1866";"27,63";"836076";"680751246";"95848110";"12,34";"776599356";"50,14";"47,66";"341328675";"324446044";"2322163";"1502874";"2053191968";"64,72";"83";"0";"1000000";"2103,83";"1049";"60";"66299";"1814,86";"1195";"4,67";"4,78";"4,56";"4,63";"79";"4,66";"19,32"
"Ювелирные украшения / Ювелирные браслеты";"1";"2020-01-25";"33";"33";"113415";"35929";"14152";"12,48";"16069";"14,17";"10504";"9,26";"65,37";"1103";"581";"52,67";"1889";"587";"31,07";"142713";"675068928";"168901478";"20,01";"843970406";"64,7";"64,37";"436769596";"434541869";"411160";"285325";"1165249174";"69,4";"86";"0";"1373000";"11466,32";"1692";"201";"327843";"7789,76";"2939";"4,81";"4,9";"4,73";"4,8";"60";"3,85";"7,99"
"Шторы и аксессуары / Тюль";"1";"2020-01-25";"29,5";"33";"1032461";"62311";"109099";"10,57";"134521";"13,03";"59384";"5,75";"44,14";"3937";"1376";"34,95";"4826";"1477";"30,61";"569466";"667337406";"104803150";"13,57";"772140556";"79,59";"75,58";"531133841";"504373611";"1152854";"689569";"862007441";"59,81";"61";"0";"1000000";"2212,59";"1599";"48";"30380";"1500,92";"1160";"4,78";"4,88";"4,72";"4,79";"21";"4,85";"9,02"
"Спортивная одежда / Топы спортивные";"1";"2020-01-25";"34,5";"38";"56755";"26922";"6501";"11,45";"7468";"13,16";"5999";"10,57";"80,33";"2162";"759";"35,11";"2905";"851";"29,29";"451228";"651977687";"45770104";"6,56";"697747791";"37,89";"34,54";"247034346";"225193093";"534387";"217238";"291298703";"40,65";"36";"0";"143700";"1379,67";"1329";"98";"76722";"1461,03";"1231";"4,76";"4,87";"4,65";"4,73";"138";"6,51";"23,3"
"Телевизоры и аудиотехника / Наушники";"1";"2020-01-25";"21,5";"25";"954253";"199252";"10513";"1,1";"13469";"1,41";"9853";"1,03";"73,15";"14457";"1322";"9,14";"25684";"2215";"8,62";"522703";"651697133";"218165966";"25,08";"869863099";"86,7";"85,94";"565021414";"560068516";"865831";"434255";"640890688";"50,15";"50";"0";"13430468";"5529,68";"1659";"17";"110595";"1952,55";"1088";"4,41";"4,74";"4,34";"4,58";"44";"7,36";"15,34"
"Текстиль для дома / Ковры";"1";"2020-01-25";"29,5";"33";"977326";"113903";"51283";"5,25";"74231";"7,6";"38712";"3,96";"52,15";"3453";"891";"25,8";"6063";"1166";"19,23";"252615";"650770779";"189204003";"22,52";"839974782";"80,14";"76,52";"521527702";"497969800";"276864";"131476";"447341967";"47,49";"33";"0";"9171600";"12728,38";"3110";"90";"100168";"3242,35";"2060,5";"4,79";"4,87";"4,73";"4,76";"33";"4,69";"7,06"
"Белье / Корсеты";"1";"2020-01-25";"34,5";"38";"24010";"3619";"3809";"15,86";"4663";"19,42";"3809";"15,86";"81,69";"3069";"745";"24,28";"6137";"912";"14,86";"298987";"648603342";"73175202";"10,14";"721778544";"34,32";"33,63";"222600667";"218125304";"284180";"110931";"235681242";"39,04";"29";"0";"693000";"1877";"1348";"92";"60637";"2329,74";"1901";"4,6";"4,73";"4,48";"4,58";"133";"5,76";"19,26"
"Белье / Майки бельевые";"2";"2020-01-25";"34,5";"38";"67408";"3903";"18658";"27,68";"20882";"30,98";"13061";"19,38";"62,55";"4675";"1290";"27,59";"6188";"1546";"24,98";"941263";"648540265";"130588256";"16,76";"779128521";"66,91";"66,57";"433938291";"431733254";"1630269";"826025";"547844828";"50,67";"52";"0";"900000";"808,95";"568";"68";"39650";"695,01";"587";"4,82";"4,92";"4,71";"4,79";"58";"6,59";"20,01"
"Одежда / Ветровки";"3";"2020-01-25";"34,5";"38";"89248";"2915";"20386";"22,84";"23750";"26,61";"15880";"17,79";"66,86";"5190";"1689";"32,54";"6781";"1943";"28,65";"226604";"648041706";"133149691";"17,04";"781191397";"35,46";"32,48";"229795589";"210483946";"773158";"573060";"2098481162";"74,12";"102";"0";"7380000";"5010,72";"2517";"209";"140675";"3540,88";"2927";"4,78";"4,87";"4,66";"4,73";"38";"4,01";"9,95"
"Аксессуары / Часы наручные";"1";"2020-01-25";"34,5";"38";"787159";"140194";"35145";"4,46";"47337";"6,01";"27461";"3,49";"58,01";"6318";"1315";"20,81";"10290";"1761";"17,11";"313736";"629812206";"218150596";"25,73";"847962802";"79,21";"78,22";"498874248";"492639108";"438921";"226473";"492535489";"51,6";"42";"0";"3563440";"7887,81";"2888,5";"35";"120058";"3812,22";"1679";"4,54";"4,72";"4,48";"4,62";"28";"4,37";"8,71"
